event_id,fight_id,date,location,winner,winner_id
421ccfc6ddb17958,42585ce706c086de,"August 16, 2025","Chicago, Illinois, USA",Carlos Prates,7ee0fd831c0fe7c3
421ccfc6ddb17958,9939d7073462e07e,"August 16, 2025","Chicago, Illinois, USA",Michael Page,a67d071163962af8
421ccfc6ddb17958,82338ba457fbe87f,"August 16, 2025","Chicago, Illinois, USA",Tim Elliott,c96d9178c9ed9e62
421ccfc6ddb17958,5efd13a12be06706,"August 16, 2025","Chicago, Illinois, USA",Baisangur Susurkaev,d1feea7a4bdcd503
421ccfc6ddb17958,5b880d10b0ed7acc,"August 16, 2025","Chicago, Illinois, USA",Michal Oleksiejczuk,0d65c432720accb9
421ccfc6ddb17958,a2eafd9e1d5031b1,"August 16, 2025","Chicago, Illinois, USA",Loopy Godinez,8e5d953bdb9ae5e7
421ccfc6ddb17958,1d8dc0fb5d47357f,"August 16, 2025","Chicago, Illinois, USA",Alexander Hernandez,262a7d06203657e6
421ccfc6ddb17958,bc63f1b2e52f603e,"August 16, 2025","Chicago, Illinois, USA",Drakkar Klose,7cbf7c78d3b34218
421ccfc6ddb17958,88020d22cf905792,"August 16, 2025","Chicago, Illinois, USA",Karine Silva,9d62c2d8ee151f08
421ccfc6ddb17958,68c423c7119004f3,"August 16, 2025","Chicago, Illinois, USA",Joseph Morales,2fe9032955c2e013
f2c934689243fe4e,282c8c6c1ed82bfb,"August 02, 2025","Las Vegas, Nevada, USA",Tatsuro Taira,4461d7e47375a895
f2c934689243fe4e,426a69e343822ab3,"August 02, 2025","Las Vegas, Nevada, USA",Chris Duncan,fd406a32a6fb3a29
f2c934689243fe4e,878941394f9e3538,"August 02, 2025","Las Vegas, Nevada, USA",Esteban Ribovics,323d4ca260dfa0ba
f2c934689243fe4e,c62ed8a6002b5360,"August 02, 2025","Las Vegas, Nevada, USA",Karol Rosa,351c4ec637380ad5
f2c934689243fe4e,ac57250e3de89d5d,"August 02, 2025","Las Vegas, Nevada, USA",Neil Magny,84b3e7d38f2d2ec5
f2c934689243fe4e,111e66eb922449e4,"August 02, 2025","Las Vegas, Nevada, USA",Kevin Vallejos,239d8e5359022f3b
f2c934689243fe4e,eeeffa7f514e0c0e,"August 02, 2025","Las Vegas, Nevada, USA",Rinya Nakamura,d8c811df0386d5e8
f2c934689243fe4e,45781930d64da456,"August 02, 2025","Las Vegas, Nevada, USA",Rodolfo Vieira,260e9e0d4954aea6
f2c934689243fe4e,b3c695728e177fd4,"August 02, 2025","Las Vegas, Nevada, USA",Andrey Pulyaev,22e07d3da1aa3475
f2c934689243fe4e,07c2af68b6dbc4ec,"August 02, 2025","Las Vegas, Nevada, USA",Austin Bashi,d3f89fa685bd8420
f2c934689243fe4e,b47db03affb279c3,"August 02, 2025","Las Vegas, Nevada, USA",Rafael Estevam,83455a9d17f57dae
f2c934689243fe4e,d98d6b2c13557a87,"August 02, 2025","Las Vegas, Nevada, USA",Piera Rodriguez,e375cb5caf4717b6
6cd3dfc54f01287f,68fe62bac7fd8bb0,"August 09, 2025","Las Vegas, Nevada, USA",Anthony Hernandez,093e1f5bb73850be
6cd3dfc54f01287f,37d58369782cb86b,"August 09, 2025","Las Vegas, Nevada, USA",Steve Erceg,32ab52e5de93092d
6cd3dfc54f01287f,646c79a7ecd12e5f,"August 09, 2025","Las Vegas, Nevada, USA",Iasmin Lucindo,abcf2cc6efc42031
6cd3dfc54f01287f,98d6771af9b0ebe5,"August 09, 2025","Las Vegas, Nevada, USA",Andre Fili,8fd808923cffff82
6cd3dfc54f01287f,ed5383b50ffcdded,"August 09, 2025","Las Vegas, Nevada, USA",Jean Matsumoto,ffd3224638c01b57
6cd3dfc54f01287f,75a84211f50c53f5,"August 09, 2025","Las Vegas, Nevada, USA",Christian Leroy Duncan,a93f94c923c3a9cb
6cd3dfc54f01287f,3d6571790c21527c,"August 09, 2025","Las Vegas, Nevada, USA",Julius Walker,6add18754930182b
6cd3dfc54f01287f,ae7a8f19743e8154,"August 09, 2025","Las Vegas, Nevada, USA",Elijah Smith,7478b7f959ba61f5
6cd3dfc54f01287f,aef44145740741b3,"August 09, 2025","Las Vegas, Nevada, USA",Joselyne Edwards,f9ab66e67240db7b
6cd3dfc54f01287f,7d923267c44dd93b,"August 09, 2025","Las Vegas, Nevada, USA",Uros Medic,681399317dbf4701
6cd3dfc54f01287f,6ef50ed03b116b60,"August 09, 2025","Las Vegas, Nevada, USA",Gabriella Fernandes,a6eb54ae17a551be
6cd3dfc54f01287f,857e8facd8ff7c36,"August 09, 2025","Las Vegas, Nevada, USA",Eric McConico,9508cc6184cb2450
b8e2f10efb6eca85,d7507e2741fd4d05,"July 19, 2025","New Orleans, Louisiana, USA",Max Holloway,150ff4cc642270b9
b8e2f10efb6eca85,23c963be9de38205,"July 19, 2025","New Orleans, Louisiana, USA",Paulo Costa,2e5c2aa8e4ab9d82
b8e2f10efb6eca85,5dde61734080ac4a,"July 19, 2025","New Orleans, Louisiana, USA",Daniel Rodriguez,8a1f3b5c526cd6e6
b8e2f10efb6eca85,acc961fd5cf5c62e,"July 19, 2025","New Orleans, Louisiana, USA",Patricio Freire,98a58c26c5b1ed17
b8e2f10efb6eca85,a95b03e9b5a91e47,"July 19, 2025","New Orleans, Louisiana, USA",Michael Johnson,511e82663651438d
b8e2f10efb6eca85,d2cb92fdf6a497e9,"July 19, 2025","New Orleans, Louisiana, USA",Vinicius Oliveira,18d01f7f8338ae72
b8e2f10efb6eca85,8e1feda9141602f1,"July 19, 2025","New Orleans, Louisiana, USA",Brendan Allen,2f181c0467965b98
b8e2f10efb6eca85,df2ed8b509fbdbdc,"July 19, 2025","New Orleans, Louisiana, USA",Nikolay Veretennikov,0f1efce7d2571d10
b8e2f10efb6eca85,72e477b41f44e358,"July 19, 2025","New Orleans, Louisiana, USA",Ateba Gautier,2f815ed5f8278ba6
b8e2f10efb6eca85,37bc72d5d211b189,"July 19, 2025","New Orleans, Louisiana, USA",Islam Dulatov,e803242fb2e41112
b8e2f10efb6eca85,798652dbea086910,"July 19, 2025","New Orleans, Louisiana, USA",Jimmy Crute,70e1f8a821b72c8b
b8e2f10efb6eca85,182ee320edb1b5ed,"July 19, 2025","New Orleans, Louisiana, USA",Ryan Spann,a67f5afa8d6a1b80
b8e2f10efb6eca85,74099d470e8d2765,"July 19, 2025","New Orleans, Louisiana, USA",Brunno Ferreira,1e719d4b676dc19a
b8e2f10efb6eca85,a602c68147b752b2,"July 19, 2025","New Orleans, Louisiana, USA",Carli Judice,f1ab6f37492c630a
28d8638ea0a71908,6b8be0ee3e569ad2,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Reinier de Ridder,d549cefc7c54ab78
28d8638ea0a71908,d4d4ee045b0ca695,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Petr Yan,d661ce4da776fc20
28d8638ea0a71908,582d66ce97309e29,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Shara Magomedov,06734ca9d88dec3a
28d8638ea0a71908,887c61da1a78a5e1,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Asu Almabayev,8d3273573b85be09
28d8638ea0a71908,77f960d82cda0b76,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bogdan Guskov,ef5dcb10d2bd4b0f
28d8638ea0a71908,e72c691b7c68b03a,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bryce Mitchell,d9c6f19f958643e9
28d8638ea0a71908,7c075e3383198e14,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Muslim Salikhov,447f9858ae78f921
28d8638ea0a71908,017a825c7820d12e,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Davey Grant,113df4fde64735c6
28d8638ea0a71908,3e6067763978d862,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Tabatha Ricci,d25240135aee03e5
28d8638ea0a71908,f9dac7702609669f,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Billy Elekana,07a74004d964c7f4
28d8638ea0a71908,23ddf51ce630028d,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Steven Nguyen,69037fc7730e4225
28d8638ea0a71908,0a598768f5c8d540,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",Martin Buday,8eb046f83e82bf26
7b03d9df5910917d,0adfc21045c02555,"July 12, 2025","Nashville, Tennessee, USA",Derrick Lewis,d3df1add9d9a7efb
7b03d9df5910917d,2a03bc4c491b4c9a,"July 12, 2025","Nashville, Tennessee, USA",Gabriel Bonfim,01641ba5df0c69b0
7b03d9df5910917d,f368475c366c6d85,"July 12, 2025","Nashville, Tennessee, USA",Steve Garcia,97cf1a2c7c5e7889
7b03d9df5910917d,4e5d4a36eaaa3a78,"July 12, 2025","Nashville, Tennessee, USA",Morgan Charriere,5b03b61f9d90125e
7b03d9df5910917d,4b75d3b7738cb278,"July 12, 2025","Nashville, Tennessee, USA",Vitor Petrino,71171fc96445bf65
7b03d9df5910917d,b19bf99c7eb796bc,"July 12, 2025","Nashville, Tennessee, USA",Tuco Tokkos,3e8118c1ab52f211
7b03d9df5910917d,236f811290163dca,"July 12, 2025","Nashville, Tennessee, USA",Chris Curtis,5442f1bc4b47eaf3
7b03d9df5910917d,d5e3be7a07c48b08,"July 12, 2025","Nashville, Tennessee, USA",Jake Matthews,a845f0735bc67405
7b03d9df5910917d,46bc1338a50cbeac,"July 12, 2025","Nashville, Tennessee, USA",Eduarda Moura,de594b35c45c2e9a
7b03d9df5910917d,5c650ae2193ab1bc,"July 12, 2025","Nashville, Tennessee, USA",Valter Walker,f5779a2303ed76ec
7b03d9df5910917d,7f33fbdc35afd721,"July 12, 2025","Nashville, Tennessee, USA",Mike Davis,fb3e61720be4690c
7b03d9df5910917d,120d66cb0da0f3c3,"July 12, 2025","Nashville, Tennessee, USA",Fatima Kline,745fa7b605f8e2da
66766984842c13dc,7a64d63e12618ba7,"June 28, 2025","Las Vegas, Nevada, USA",Ilia Topuria,54f64b5e283b0ce7
66766984842c13dc,8308464729ea7c40,"June 28, 2025","Las Vegas, Nevada, USA",Alexandre Pantoja,a0f0004aadf10b71
66766984842c13dc,f722b96ae6862843,"June 28, 2025","Las Vegas, Nevada, USA",Joshua Van,17e97649403ba428
66766984842c13dc,1ea9ad3b6e1cba79,"June 28, 2025","Las Vegas, Nevada, USA",Beneil Dariush,08af939f41b5a57b
66766984842c13dc,f6a3c78f15ff26c7,"June 28, 2025","Las Vegas, Nevada, USA",Payton Talbott,6e743a33d56bdaa4
66766984842c13dc,958522de54ccc536,"June 28, 2025","Las Vegas, Nevada, USA",Gregory Rodrigues,d1c65d2cf2925ddd
66766984842c13dc,2f523b757f7f33a2,"June 28, 2025","Las Vegas, Nevada, USA",Jose Delgado,7d6ceff6747f2de2
66766984842c13dc,815ff62ca8e217be,"June 28, 2025","Las Vegas, Nevada, USA",Tracy Cortez,68d4a891e5cf2029
66766984842c13dc,d7be78c400e7e0f9,"June 28, 2025","Las Vegas, Nevada, USA",Terrance McKinney,809bd1a871491508
66766984842c13dc,9bff9fe298e63357,"June 28, 2025","Las Vegas, Nevada, USA",Jacobe Smith,85497ffd934ecf7e
66766984842c13dc,043172689e415438,"June 28, 2025","Las Vegas, Nevada, USA",Jhonata Diniz,25f9a5f3e8a52618
400c7b43c86d27d3,03bc32bdb5a33496,"June 21, 2025","Baku, Azerbaijan",Khalil Rountree Jr.,749f572d1d3161fb
400c7b43c86d27d3,a1afc16e21d1a807,"June 21, 2025","Baku, Azerbaijan",Rafael Fiziev,c814b4c899793af6
400c7b43c86d27d3,8e5744c664fec3e9,"June 21, 2025","Baku, Azerbaijan",Curtis Blaydes,fa6796c55d6c5440
400c7b43c86d27d3,36ec204f47e4d613,"June 21, 2025","Baku, Azerbaijan",Myktybek Orolbai,bf2c8e01b07d3eb1
400c7b43c86d27d3,7513a00037094075,"June 21, 2025","Baku, Azerbaijan",Nazim Sadykhov,ff62013d2fce6d13
400c7b43c86d27d3,19764211af05674c,"June 21, 2025","Baku, Azerbaijan",Muhammad Naimov,8d11d9c13e2ccdf7
400c7b43c86d27d3,e512b80bbaea36c2,"June 21, 2025","Baku, Azerbaijan",Seokhyeon Ko,4a07b1988477502c
400c7b43c86d27d3,5fcf18bcd2a020f1,"June 21, 2025","Baku, Azerbaijan",JunYong Park,285ae0b4a68221f4
400c7b43c86d27d3,fff3218758c513b8,"June 21, 2025","Baku, Azerbaijan",Daria Zhelezniakova,07047eb7d17fb0a2
400c7b43c86d27d3,2bfc0212f2cae65b,"June 21, 2025","Baku, Azerbaijan",Klaudia Sygula,9f5e3c20ce40b344
400c7b43c86d27d3,8c140756bf43dcc2,"June 21, 2025","Baku, Azerbaijan",Tagir Ulanbekov,f00ac08ab056af5d
400c7b43c86d27d3,a12d3a6c8aaf87ca,"June 21, 2025","Baku, Azerbaijan",Mohammed Usman,da7f113b5ea39c43
de277a4abcfeea46,d75b3d3c2b209b75,"June 14, 2025","Atlanta, Georgia, USA",Kamaru Usman,f1b2aa7853d1ed6e
de277a4abcfeea46,79dfbbdd14fbbd11,"June 14, 2025","Atlanta, Georgia, USA",Rose Namajunas,47b63240018d5d86
de277a4abcfeea46,e5bd7e6e2a50a843,"June 14, 2025","Atlanta, Georgia, USA",Edmen Shahbazyan,4144798612ef96e5
de277a4abcfeea46,1714950933f88ab9,"June 14, 2025","Atlanta, Georgia, USA",Raoni Barcelos,b9f28e7045fdfce7
de277a4abcfeea46,08c04f18b0f58d71,"June 14, 2025","Atlanta, Georgia, USA",,
de277a4abcfeea46,ec2034b134ae71cd,"June 14, 2025","Atlanta, Georgia, USA",Alonzo Menifield,a495f599e787614f
de277a4abcfeea46,13e2ff8b3a122094,"June 14, 2025","Atlanta, Georgia, USA",,
de277a4abcfeea46,e861e9cc0118c670,"June 14, 2025","Atlanta, Georgia, USA",Michael Chiesa,c58f51dedb310998
de277a4abcfeea46,f6454f2e508626ec,"June 14, 2025","Atlanta, Georgia, USA",Malcolm Wellmaker,2e45d08b3f2f02c8
de277a4abcfeea46,b39b8ff0d7de211a,"June 14, 2025","Atlanta, Georgia, USA",Jose Ochoa,88be62d6c1e6dadb
de277a4abcfeea46,59c4fdb3c0673066,"June 14, 2025","Atlanta, Georgia, USA",Ricky Simon,5987b2458f4b5290
de277a4abcfeea46,2ae7404681deb3b3,"June 14, 2025","Atlanta, Georgia, USA",Phil Rowe,8e382b585a92affe
de277a4abcfeea46,ab325ea526824723,"June 14, 2025","Atlanta, Georgia, USA",Jamey-Lyn Horth,5c637af9472ae7cc
18c49685296c60e6,e61d83e4e1f9c4d7,"June 07, 2025","Newark, New Jersey, USA",Merab Dvalishvili,c03520b5c88ed6b4
18c49685296c60e6,81b84b34f0357fa5,"June 07, 2025","Newark, New Jersey, USA",Kayla Harrison,1af1170ed937cba7
18c49685296c60e6,e28e829800466aca,"June 07, 2025","Newark, New Jersey, USA",Joe Pyfer,c1085e1701b13eca
18c49685296c60e6,df5dac45fc585fb0,"June 07, 2025","Newark, New Jersey, USA",Mario Bautista,bc711b6dd95c1af6
18c49685296c60e6,2129acab2280bd29,"June 07, 2025","Newark, New Jersey, USA",Kevin Holland,3a46b268013afede
18c49685296c60e6,b6a87389bdc36a00,"June 07, 2025","Newark, New Jersey, USA",Joshua Van,17e97649403ba428
18c49685296c60e6,01100a90b584215d,"June 07, 2025","Newark, New Jersey, USA",Azamat Murzakanov,e90a2f22417af68e
18c49685296c60e6,ac977a0389682124,"June 07, 2025","Newark, New Jersey, USA",Waldo Cortes-Acosta,fc08099550072fe4
18c49685296c60e6,f0488a4486a64af0,"June 07, 2025","Newark, New Jersey, USA",Andreas Gustafsson,2caf993f53541fa1
18c49685296c60e6,d078e9046aa86307,"June 07, 2025","Newark, New Jersey, USA",Wang Cong,2997e7fe3c9d3d4a
18c49685296c60e6,9f4a0de31375ba04,"June 07, 2025","Newark, New Jersey, USA",JooSang Yoo,a44020ea2e8cd026
18c49685296c60e6,2e4064e0e6d4d92e,"June 07, 2025","Newark, New Jersey, USA",Quillan Salkilld,17734443a833cdf7
18c49685296c60e6,0e8599eca8ccfa32,"June 07, 2025","Newark, New Jersey, USA",MarQuel Mederos,e2be0c1a9b886d92
2a898bf9fb7710b3,212527d462690304,"May 31, 2025","Las Vegas, Nevada, USA",Mateusz Gamrot,72db2a14ffa73ece
2a898bf9fb7710b3,305d8c85b35a7d4e,"May 31, 2025","Las Vegas, Nevada, USA",Ramiz Brahimaj,3d074044a33825e7
2a898bf9fb7710b3,7aaa810540132a4b,"May 31, 2025","Las Vegas, Nevada, USA",Dustin Jacoby,e4277e87a789d687
2a898bf9fb7710b3,106918bfbe24335d,"May 31, 2025","Las Vegas, Nevada, USA",Ketlen Vieira,b9706f80d005036c
2a898bf9fb7710b3,ad68450307a21ab1,"May 31, 2025","Las Vegas, Nevada, USA",Zachary Reese,23dec7c47cb418f8
2a898bf9fb7710b3,baa2ee0bf7f97079,"May 31, 2025","Las Vegas, Nevada, USA",Allan Nascimento,253076a23d03dcd0
2a898bf9fb7710b3,2521fed000747f47,"May 31, 2025","Las Vegas, Nevada, USA",Jordan Leavitt,ac026518a9b4dc0f
2a898bf9fb7710b3,ae89ba793121fe0c,"May 31, 2025","Las Vegas, Nevada, USA",Bolaji Oki,4bdedbdeedff7d1d
2a898bf9fb7710b3,73240bea13ed5e71,"May 31, 2025","Las Vegas, Nevada, USA",Alice Ardelean,87f8699fdcc2c404
8ad022dd81224f61,a81ad236a2f221f2,"May 17, 2025","Las Vegas, Nevada, USA",Michael Morales,c32aeb1a59e6272d
8ad022dd81224f61,dcb27eef6441268c,"May 17, 2025","Las Vegas, Nevada, USA",Mairon Santos,480779d7f9a424d3
8ad022dd81224f61,b3044bf646306e7f,"May 17, 2025","Las Vegas, Nevada, USA",Nursulton Ruziboev,49d2a08964c5eb11
8ad022dd81224f61,fe2acfdaaaec3dba,"May 17, 2025","Las Vegas, Nevada, USA",Melquizael Costa,20bccc9bb4ceb23e
8ad022dd81224f61,a9a6cca4bbf7a5db,"May 17, 2025","Las Vegas, Nevada, USA",Gabe Green,5eb50529a8418b77
8ad022dd81224f61,8ba31cf0b3164b72,"May 17, 2025","Las Vegas, Nevada, USA",Jared Gordon,7026eca45f65377b
8ad022dd81224f61,d6e2bc6e6c0cc4fe,"May 17, 2025","Las Vegas, Nevada, USA",Yadier del Valle,70380ccdc81915b8
8ad022dd81224f61,f75fe8b384b0db11,"May 17, 2025","Las Vegas, Nevada, USA",Luana Santos,5078e1dacf9d25f4
8ad022dd81224f61,66887532be2de5ee,"May 17, 2025","Las Vegas, Nevada, USA",Denise Gomes,cffb87059e645bd1
8ad022dd81224f61,18a7dc86279066f8,"May 17, 2025","Las Vegas, Nevada, USA",HyunSung Park,b671bdf981ad527d
8ad022dd81224f61,afdd95ae7b7cdb0c,"May 17, 2025","Las Vegas, Nevada, USA",Tecia Pennington,31ef8b67e13495b3
118463dd8db16e7f,b873c116e39c9920,"May 10, 2025","Montreal, Quebec, Canada",Jack Della Maddalena,6b453bc35a823c3f
118463dd8db16e7f,9e9d1764a015f313,"May 10, 2025","Montreal, Quebec, Canada",Valentina Shevchenko,132deb59abae64b1
118463dd8db16e7f,891b2faf1bff38ee,"May 10, 2025","Montreal, Quebec, Canada",Aiemann Zahabi,24656ef4d605c96f
118463dd8db16e7f,0f53eb509d0ffeb9,"May 10, 2025","Montreal, Quebec, Canada",Natalia Silva,262d32ebda89efc4
118463dd8db16e7f,c7190cd03e53fb61,"May 10, 2025","Montreal, Quebec, Canada",Benoit Saint Denis,c2299ec916bc7c56
118463dd8db16e7f,2521234a4bf7c615,"May 10, 2025","Montreal, Quebec, Canada",Mike Malott,dd6103dd7127db1d
118463dd8db16e7f,4db2d86ebe8c8abd,"May 10, 2025","Montreal, Quebec, Canada",Jasmine Jasudavicius,a9e260472d321361
118463dd8db16e7f,c812457a810dde39,"May 10, 2025","Montreal, Quebec, Canada",Modestas Bukauskas,476fe566d2df676e
118463dd8db16e7f,99aa1f28e22bb6dd,"May 10, 2025","Montreal, Quebec, Canada",Navajo Stirling,b4b496ec2197ee3e
118463dd8db16e7f,6ecfa439ef900bcc,"May 10, 2025","Montreal, Quebec, Canada",Marc-Andre Barriault,8e9eb3fc86db0f7d
118463dd8db16e7f,0e0a4282cd6c86d7,"May 10, 2025","Montreal, Quebec, Canada",Daniel Santos,b67d6bacc68d4c92
118463dd8db16e7f,c20bd12ae7f04eff,"May 10, 2025","Montreal, Quebec, Canada",Bekzat Almakhan,a4dc0f2b95df4cc1
de20ffb3fc2e7629,9b3bade95e1dd484,"May 03, 2025","Des Moines, Iowa, USA",Cory Sandhagen,65f09bacd3957381
de20ffb3fc2e7629,380242601a2c5991,"May 03, 2025","Des Moines, Iowa, USA",Reinier de Ridder,d549cefc7c54ab78
de20ffb3fc2e7629,191ee545160a4e09,"May 03, 2025","Des Moines, Iowa, USA",Daniel Rodriguez,8a1f3b5c526cd6e6
de20ffb3fc2e7629,5ce29056e0cd2df9,"May 03, 2025","Des Moines, Iowa, USA",Montel Jackson,cc1a8b4b38b92c6d
de20ffb3fc2e7629,6ccd10adc968e1f0,"May 03, 2025","Des Moines, Iowa, USA",Serhiy Sidey,1a2bf44edb8055b6
de20ffb3fc2e7629,9039959b41901412,"May 03, 2025","Des Moines, Iowa, USA",Mason Jones,f6ad6a1e4d600e0d
de20ffb3fc2e7629,2707dc2245335cc1,"May 03, 2025","Des Moines, Iowa, USA",Yana Santos,3143bf892608139a
de20ffb3fc2e7629,77ed474dfc5359ea,"May 03, 2025","Des Moines, Iowa, USA",Azamat Bekoev,3bc3f60b21cddc6a
de20ffb3fc2e7629,6e26a6293ea6ba62,"May 03, 2025","Des Moines, Iowa, USA",Gillian Robertson,38c7f72747f4f712
de20ffb3fc2e7629,97b32ff27fd457a8,"May 03, 2025","Des Moines, Iowa, USA",Quang Le,32feae6d9a1e5047
de20ffb3fc2e7629,c445401709421fa4,"May 03, 2025","Des Moines, Iowa, USA",Thomas Petersen,764d39074a352e33
de20ffb3fc2e7629,469f887278324e63,"May 03, 2025","Des Moines, Iowa, USA",Juliana Miller,aa0c573da7119292
b2e3aca4cd363477,633f4b5ec767769d,"April 26, 2025","Kansas City, Missouri, USA",Ian Machado Garry,442c9011034ae1fd
b2e3aca4cd363477,a526a72ade275f46,"April 26, 2025","Kansas City, Missouri, USA",Zhang Mingyang,8a65fd9ba31fd3f7
b2e3aca4cd363477,4072abf0b0c179f2,"April 26, 2025","Kansas City, Missouri, USA",David Onama,ffe9703408fb5964
b2e3aca4cd363477,9bbd45774fb4a6eb,"April 26, 2025","Kansas City, Missouri, USA",Abus Magomedov,36b8f265bcd1b7a4
b2e3aca4cd363477,fbf83609dc96f32e,"April 26, 2025","Kansas City, Missouri, USA",Randy Brown,c6aee362c7a7d482
b2e3aca4cd363477,62fbdd4f0bcd3c2a,"April 26, 2025","Kansas City, Missouri, USA",Ikram Aliskerov,b07aed698fba8624
b2e3aca4cd363477,d8d22dcc1f6912e7,"April 26, 2025","Kansas City, Missouri, USA",Matt Schnell,67c1d46f4ed16f9e
b2e3aca4cd363477,97770b38df67b276,"April 26, 2025","Kansas City, Missouri, USA",Evan Elder,d9a56ecb6e94f02e
b2e3aca4cd363477,6f3cb7ce84185dd3,"April 26, 2025","Kansas City, Missouri, USA",Chris Gutierrez,45f0cc9d18f35137
b2e3aca4cd363477,7d51649373d42571,"April 26, 2025","Kansas City, Missouri, USA",Da'Mon Blackshear,da22387a0407a2dc
b2e3aca4cd363477,c2c20a04a78d9143,"April 26, 2025","Kansas City, Missouri, USA",Malcolm Wellmaker,2e45d08b3f2f02c8
b2e3aca4cd363477,e7b3ca036835b7c2,"April 26, 2025","Kansas City, Missouri, USA",Jaqueline Amorim,bc7d1ad49fcb2d08
b2e3aca4cd363477,23201d09a78d446d,"April 26, 2025","Kansas City, Missouri, USA",Timmy Cuamba,0e46690e55a8df75
